Sentences,Label
"Wenn diese österreichische Regierung vier Jahre durchhält, haben wir laut EU noch immer keine Ehre, aber wir haben uns ca. 140 Milliarden Schilling erspart.",0
"Unter deutlich lesbarem Wohlgefallen Ihres Blattes hat Dr. Schüssel in seinem maßlosen Ehrgeiz die Mitte Österreichs zerbrochen. Jetzt haben wir zwei Blöcke, die mit Dreschflegeln aufeinander losgehen. Die unseligen Zwanziger Jahre feiern Urständ. Es wird mir speiübel, wenn Dr. Schüssel und seine Kumpane in aller Festigkeit und Gelassenheit so tun, als ob sie nie in einer Regierung gesessen wären und so Reaktionen provozieren, die auch nicht vom Feinsten sind. Daß diese Art der Demokratie prädestiniert ist, früher oder später im Volk den Ruf nach einem starken Mann zu wecken, das hat die Vergangenheit bewiesen. Haben das alle jene, offenbar mit der Gnade später Geburt Begünstigten, die Ihnen zu Zehntausenden so begeisterte Briefe schicken, nicht bedacht oder wünschen sie es gar? Im ersteren Fall könnte man nur sagen: ""Dumm geboren und aus der Geschichte nichts gelernt"", im letzteren wären Reaktionen in der EU leider nur zu berechtigt.",0
"6. Seit mehr als 20 Jahren hört die UNO die Stimme von 22 Millionen Chinesen aus Taiwan nicht, weil die Volksrepublik dies verhindert. Selbst bei Organisationen, die zutiefst menschliche Anliegen vertreten, wie z. B. der Weltgesundheitsorganisation WHO, muß Taiwan vor der Türe bleiben. Dies alles wegen dem Widerstand Chinas. Ist es vernünftig, Taiwan, ein Land, das die internationale Gemeinschaft in vielen Bereichen bereichern könnte, zu ignorieren?",0
"Herrn Harbichs Kommentar mit seiner Ausgewogenheit (eins links, eins rechts) ist zweifellos gut gemeint. Dennoch hält die These, daß der Holocaust auf die Eigengesetzlichkeit von Worten zurückgeht (und nicht etwa auf die Dynamik totalitärer Systeme) einer historischen Überprüfung ebensowenig stand wie die Auffassung, der Februar 1934 habe seine Ursache in den Sonntagsreden der Sozialdemokratie.",0
"Dasselbe gilt für die aktuellen Bezüge: Jörg Haider hat im Laufe seiner Karriere zweifellos schon so manche Übertreibung von sich gegeben. Der ""Westentaschen-Napoleon"" gereicht aber nun wirklich jedem viktorianischen Mädchenpensionat zur Ehre.Da war selbst in den Spalten der ""Presse"" schon weit Ehrenrührigeres über Jacques Chirac zu lesen (auch und gerade unter der Gürtellinie!). Herrn Klestil nach allem, was so nach und nach über seine Aktionen bekannt wird, bloß seinen Gesichtsausdruck vorzuwerfen, grenzt hingegen beinahe schon an den Tatbestand der ""Verharmlosung"". Als ""Verbalradikalismus"" läßt sich beim besten (sprich: schlechtesten) Willen weder das ein noch das andere qualifizieren. Der vorauseilende Gehorsam, mit dem einfach alles, was Haider sagt, zur Ungeheuerlichkeit hochstilisiert wird, ist der nüchternen Lagebeurteilung wohl kaum zuträglich. Er ist vielmehr geeignet, dem Vorurteil Vorschub zu leisten, daß es in der Politik nur um die Form, nicht mehr um den Inhalt geht.",0
"Nirgendwo habe ich in den letzten Tagen eine kritische Meinung zum Verhalten der Wiener Philharmoniker bei ihrem Konzert in Paris gehört. Offensichtlich hat niemand gehört, was der von der Situation völlig überforderte Vorstand der Philharmoniker im Fernsehen von sich gab. Er stotterte etwas von ""Bestätigung unserer sowieso gelebten Werte"", als er darauf angesprochen wurde, daß das Orchester quasi der österreichischen Regierung abschwören mußte, um einer Demonstration von Herrn Klarsfeld zu entgehen. Die Philharmoniker werden ja dann nicht überrascht sein, daß man sie mit dem gleichen Recht anhalten könnte, zu beurkunden, daß sie neben der Respektierung der Menschenrechte auch nichts mit Diebstahl, Mord etc. am Hut hätten. Wenn sie nicht aufpassen, dann wird ihnen in gewissen Gegenden der Welt auch ein Bekenntnis zur ehelichen Treue und zum Antialkoholismus abverlangt werden.",0
"Offensichtlich hat niemand gehört, was der von der Situation völlig überforderte Vorstand der Philharmoniker im Fernsehen von sich gab. Er stotterte etwas von ""Bestätigung unserer sowieso gelebten Werte"", als er darauf angesprochen wurde, daß das Orchester quasi der österreichischen Regierung abschwören mußte, um einer Demonstration von Herrn Klarsfeld zu entgehen. Die Philharmoniker werden ja dann nicht überrascht sein, daß man sie mit dem gleichen Recht anhalten könnte, zu beurkunden, daß sie neben der Respektierung der Menschenrechte auch nichts mit Diebstahl, Mord etc. am Hut hätten. Wenn sie nicht aufpassen, dann wird ihnen in gewissen Gegenden der Welt auch ein Bekenntnis zur ehelichen Treue und zum Antialkoholismus abverlangt werden.",0
"Wie Gott in Frankreich... So oder ganz ähnlich war der Eindruck, den die Schülerinnen und Schüler des BG/BRG Gmunden anläßlich ihres letztwöchigen Aufenthaltes bei ihrer Partnerschule in Poitiers, vom Empfang in der Schule, der Aufnahme durch die Gastfamilien und der Programmgestaltung erfahren durften. Dieser regelmäßig durchgeführte Schüleraustausch mit dem Lycee du Bois d'Amour war - im Gegensatz zu anderen geplanten Schüleraustauschprojekten - geprägt von Herzlichkeit und dadurch ein unmißverständlicher Beweis für die Widerstandskraft dieser Beziehung gegenüber politischem Hickhack.",0
"Heute wird soviel von Bewältigung und Aufarbeitung der Vergangenheit geredet. Papst Johannes Paul II. hat für die Fehler der Kirche in vergangenen Jahrhunderten um Vergebung gebeten. Mir ist nicht bekannt, daß sich die Evangelische Kirche je zu den Ergüssen des Präsidenten ihres Oberkirchenrates geäußert hätte.",0
"Unglaublich ist auch, daß Minister Michel sich mit Diktator Kabila zusammensetzt, aber gleichzeitig den Ersten Minister Verhofstadt anrief und diesen damit beauftragte, dem flämischen Minister Sauwens zu verbieten, nach Österreich zu reisen. Aber beim Iran-Regime hat er sich für eine Klage entschuldigt, die über die belgische Justiz eingereicht wurde. Man erinnere sich aber auch die Unterstützung von Herrn Forster in Kongo während seiner Afrikareise. Der amerikanische Tropenexperte Forster hält einer der miesesten Human Right Records in Afrika. Letztendlich nennen wir Michel nicht umsonst ""le nain de Jodoigne"" (Der Zwerg von Jodoigne, Anm. d. Red.).",0
"Ist es das, was unter der europäischen ""Wertegemeinschaft"" zu verstehen ist? Jener Wertegemeinschaft, deren Kommission schon einmal als unverfrorene französische Pfründe- und Vetterngemeinschaft zum Abtritt erst gezwungen werden mußte? Die österreichischen Spitzensozialisten unter Anführung von Klima und Gusenbauer fühlen sich in dieser Wertegemeinschaft jedenfalls sichtlich pudelwohl und haben weiterhin mit den EU-Sanktionen gegen Österreich viel zu lachen, wie die Photos aus Lissabon beweisen. Da kann man sich leicht ausrechnen, wie ein sozialistischer Bundeskanzler gestimmt hätte, als es jetzt in Lissabon um den EU-Zugriff auf die österreichischen Trinkwasserreservoirs ging. Wolfgang Schüssel hat jedenfalls dankenswerterweise klar gezeigt, daß er Österreich vor dem Zugriff der EU-Wertegemeinschaft zu schützen bereit ist. Und der Wähler wird hoffentlich Klima, Gusenbauer und Genossen bei den nächsten Wahlen zeigen, was er vom Verrat an der Republik und ihren Bürgern hält.",0
"1. Die 14 haben völkerrechtlich - und damit auch für die EU - ein fatales Exempel statuiert und ein ungeheures Maß an Rechtsunsicherheit eingebracht, das von nun an in der EU immer bestehen bleiben wird. Jeder EU-Staat und jeder künftige Mitgliedsstaat weiß von nun an, daß ihm jederzeit das gleiche passieren kann, nämlich daß er ohne Rechtsgrundlage für etwas bestraft werden kann, was er gar nicht getan hat, sondern vielleicht in Zukunft tun könnte (oder, und darum geht es ja in Wahrheit, was eine politische Partei in den boykottierenden Ländern tun könnte). Natürlich betrifft das nur kleinere Staaten, denn als Herr Schröder Italien mit etwaigem Boykott drohte, bekam er von dort eine schallende Ohrfeige und zog schleunigst zurück. Aber für die Kleinen wird in der EU die Rute des Boykotts von nun an immer im Fenster stehen. Wohl als einer der ""EU-Werte"".",0
"Endlich gibt's einen Gegner, der was hergibt, und endlich sind sie wieder Experten in Sachen Freiheit. Endlich können sie wieder fest in einer Reihe stehen und jegliche Kritik an selbiger als Angriff auf die Kunst schlechthin qualifizieren. Endlich gibt's wieder Medienpräsenz für die Herren Wichtig & Co, und endlich kann durchgezogen werden, was bisher so leicht nicht gegangen ist, weil es blöd ausschauen hätte können. Undemokratisch oder frauenfeindlich zum Beispiel. Jetzt gibt es ja die Blauen in der Regierung und die sind verantwortlich.",0
"Die stille Hoffnung, daß die blaue Investigationsfreude sich auf das Pfründewesen im Kulturbetrieb erstrecken wird, ist der Einsicht gewichen, daß genau das Gegenteil eingetreten ist: Die neue Regierung ermöglicht vielmehr Flurbegradigung in den Reihen der Etablierten, wie sie bisher eben nicht so leicht gegangen sind. Weil man ja zur Verantwortung gezogen werden hätte können. Daß sich jetzt kein Regierungsmensch traut, auch nur irgendetwas gegen irgendwelche Exponenten des Kulturbetriebs zu unternehmen, das ist schnell als die neue und härteste Währung schlechthin erkannt worden. So dumpft es also auch und gerade im Kulturbetrieb weiter, wo es Präsenz und Geld zu verwalten gibt, und vorne drauf steht ""für die Freiheit der Kunst"".",0
"Als die deutsche Armee im September 1943 Rom okkupierte, drängte er die Mitglieder der römischen Gemeinde vergeblich unterzutauchen. Er teilte den Optimismus anderer einflußreicher Juden nicht, ging in den Untergrund und blieb von da aus aktiv. Mit finanzieller Unterstützung des Vatikans brachte er das Lösegeld zusammen, das die Deutschen von den römischen Juden verlangten, bot sich sogar selbst als Geisel an für seine Gemeinde. Nach dem Ende der Verfolgung und der Befreiung Italiens konvertierte Zolli, dankte als Oberrabbiner ab, nahm den Taufnamen des Papstes Eugenio als seinen neuen Vornamen bei der Taufe an, um diesem Papst damit seinen Dank für die Unterstützung der Juden zu bekunden.",0
"Das österreichische Staatsoberhaupt gilt zwar als Repräsentant des Staates, es ist aber nicht der Staat selbst, das heißt, es ist nicht ein Souverän, der legibus solutus ""herrscht"", sondern ein vom Volke als dem eigentlichen Souverän mit einem Amt betrautes Staatsorgan. Das Volk kann daher den Bundespräsidenten auch wieder ""absetzen"" bzw. das ""Amtsende"" des Bundespräsidenten herbeiführen, und zwar durch eine Volksabstimmung und dies auch ohne Anführung von Gründen: Für die Einleitung der Volksabstimmung ist allerdings ein 2/3 Beschluß der Bundesversammlung erforderlich, der in Anbetracht der gegenwärtigen Mandatsverhältnisse nicht realisierbar wäre. Eine weitere, realere Möglichkeit der Bevölkerung, den Bundespräsidenten wegen eines vermeintlichen Fehlverhaltens zur Verantwortung zu ziehen, bestünde in einer Unterschriftenaktion mit der Aufforderung zurückzutreten, soferne eine respektable Mehrheit zustandekommt und der Bundespräsident dem Verlangen der Mehrheit Rechnung trägt. Der ""Fall Klestil"" hat aber nicht nur die Person des gegenwärtigen Amtsträgers, sondern auch die Problematik des Amtes selbst zur Diskussion gestellt. Hiezu haben sich Rechtsgelehrte und prominente Personen des öffentlichen Lebens wie zum Beispiel der legendäre Innenminister Olah mehrfach geäußert. In diesem Zusammenhang soll die Ansicht des Verfassungsexperten der ÖVP und zeitweiligen Rechtsberaters des Bundespräsidenten, Univ. Prof. Dr. Welan, erwähnt werden, der im ""Österr. Jahrbuch für Politik"", 1986, 2. Auflage, den Bundespräsidenten zwar nicht ausdrücklich in Frage stellt, aber dennoch die Meinung vertritt, daß ""ein eigenes Amt für die Präsidialfunktion in einem parlamentarischen Regierungssystem vielleicht zweckmäßig, aber keineswegs notwendig"" ist.",0
"In Deutschland wird diese ""Erhaltung von technischem Kulturgut"" mittlerweile dahingehend unterstützt, daß es eigene Kennzeichen und eigene Abgaberegelungen gibt. Wieso ist das bei uns nicht möglich?",0
"Der Studentenstreik, der keiner war, ist nun zu Ende: Tatsächlich war die Besetzung des Auditorium Maximum kein Streik, sondern der Ausdruck eines Protestes Studierender, der öffentlich zur Kenntnis genommen wurde. Dahinter standen mehrere Fakultätsvertretungen, bis zu 1500 Studierende haben an den Sitzungen des Plenums teilgenommen. Tatsache ist weiter, daß der Protest vieler Studenten und, was viel schwerwiegender ist, von demokratisch legitimierten Studentenvertreter-Organisationen, nicht aufhört. Erich Witzmann hatte offensichtlich mehr Kontakt mit jenen ein, bisweilen auch zwei Dutzend Personen, die sich als Studenten ausgaben und zu den Berufsprotestlern zu zählen sind, die sich der Protestbewegung angeschlossen haben, wobei sie anonym bleiben wollend unter der Angabe Adresse Ballhausplatz 1 zum Streik aufriefen.",0
"In unzähligen Gesprächen konnte Rektor Winckler die Studierenden davon überzeugen, daß diese Art von Protest die falsche Zielgruppe trifft und Personen auf den Plan ruft, die kein Universitätsangehöriger in diesen Zusammenhang bringen möchte. Der Protest der Universität richtet sich gegen eine Kürzung des Investitionsbudgets in einem über 60 Prozent liegenden Ausmaß, gegen eine Politik, die internationale Kontakte erschwert. In diesem Sinn sehen die Universitäten die Glaubwürdigkeit einer Regierung in Frage gestellt, die die Unterstützung der Wissenschaft in eine Regierungserklärung aufnimmt und die Budgets der Universitäten sowie der Forschungsfonds kürzt. In ihrem Leitbild verpflichtet sich die Universität Wien, ihre Studierenden zu mündigen, kritikfähigen und ethisch bewußten Menschen zu bilden, sowie andere Meinungen und Positionen zu respektieren.Öffentlichkeitswirksame Polizeimethoden, um ein Auditorium Maximum zu räumen, das besetzt ist, um andere Meinungen zum Ausdruck zu bringen, ist nicht die Methode der Universitätsleitung der Universität Wien. Es ist sehr bedauerlich, wenn jemand, wie Erich Witzmann, normalerweise ausgezeichnet über Vorgänge an den Universitäten informiert, sich mit Artikeln wie diesem eine solche Blöße gibt. Ao. Univ.-Prof.",0
"* die Berliner Reichsregierung stand in Wirklichkeit unter der Fahne Österreichs, deshalb hat Österreich jetzt auch Milliarden für Wiedergutmachung etc. zu zahlen. Gottseidank ist dies den amerikanischen Selbstlos-Anwälten noch rechtzeitig aufgefallen",0
"Bei dieser Gelegenheit möchte ich auch noch ein Beobachtung aussprechen, die ich bei den besagten Demonstrationen gemacht habe. Durch Demonstranten, die offensichtlich von der Sicherheit beflügelt waren, auf der richtigen Seite, also in der Tradition des Widerstandes gegen den Nationalsozialismus zu stehen, habe ich undemokratische Wortmeldungen zu hören bekommen, massiven Gesinnungsterror, Attacken auf die Gedankenfreiheit, aggressive und militante Intoleranz gegen entgegengesetzte Meinungen beobachtet, die mich erschreckt haben. In diesem Falle habe ich die zitierte Tradition nicht nur überbeansprucht, sondern sogar veruntreut gesehen. Nandi Friedel",0
"Man hat in Österreich durch Ausgrenzung einer rechtlich anerkannten Partei und im Ausland durch teilweise verzerrt transportierte Informationen über diese Partei ein Phantom geschaffen. Dieses Phantom entspricht aber, auch bei Berücksichtigung aller populistischen Entgleisungen von Repräsentanten dieser Partei, nicht der aktuellen Realität.",0
"Da ich annahm, daß Alfred Gusenbauer als Jung-Revolutionär den Boden Moskaus besser kennt als die Geschichte seiner Partei, wollte ich ihm schon einen Brief schreiben und ihm sagen, daß ich mich noch sehr gut erinnern kann, wie die SPÖ nach dem Krieg die ehemaligen Mitglieder der NSDAP umworben hat und ihnen vielfach zu beachtlichen Karrieren verholfen hat, auch wenn sie keine reine Weste hatten. Das hat niemanden gestört, im Fall Gross wurde sogar ein Prozeß verhindert. Heute spielt sich die SPÖ als Hort des Antifaschismus und der Demokratie auf und zieht unser ganzes Land mit einer demokratisch gewählten Regierung in den Dreck. Daß die Auswirkungen nicht nur die Regierung, sondern das ganze Land betreffen, müßte er eigentlich wissen. Wenn heute in Holland ein Film gezeigt wird, in dem ein ""Hitler"" in Wien spazieren geht und eine Giftgasflasche in der Hand hält, wenn man die Berichte in ""Le Monde"" liest, so ist das Primitivität in Reinkultur. All das verdanken wir dem unseligen Wirken von Klima/Klestil und nun auch Gusenbauer. Haider ist ein Demagoge, vielleicht auch ein gefährlicher. Er wäre aber nie so einflußreich geworden, hätten nicht Vranitzky und Klima den Boden aufbereitet.",0
"Da ich annahm, daß Alfred Gusenbauer als Jung-Revolutionär den Boden Moskaus besser kennt als die Geschichte seiner Partei, wollte ich ihm schon einen Brief schreiben und ihm sagen, daß ich mich noch sehr gut erinnern kann, wie die SPÖ nach dem Krieg die ehemaligen Mitglieder der NSDAP umworben hat und ihnen vielfach zu beachtlichen Karrieren verholfen hat, auch wenn sie keine reine Weste hatten. Das hat niemanden gestört, im Fall Gross wurde sogar ein Prozeß verhindert. Heute spielt sich die SPÖ als Hort des Antifaschismus und der Demokratie auf und zieht unser ganzes Land mit einer demokratisch gewählten Regierung in den Dreck. Daß die Auswirkungen nicht nur die Regierung, sondern das ganze Land betreffen, müßte er eigentlich wissen. Wenn heute in Holland ein Film gezeigt wird, in dem ein ""Hitler"" in Wien spazieren geht und eine Giftgasflasche in der Hand hält, wenn man die Berichte in ""Le Monde"" liest, so ist das Primitivität in Reinkultur. All das verdanken wir dem unseligen Wirken von Klima/Klestil und nun auch Gusenbauer. Haider ist ein Demagoge, vielleicht auch ein gefährlicher. Er wäre aber nie so einflußreich geworden, hätten nicht Vranitzky und Klima den Boden aufbereitet. Budgetlügen, Korruption, Postenschacher und Geldverschwendung haben es Haider ja leicht gemacht.",0
"Den Versuchen des EU-Vertreters Streitenberger, den Islam in das europäische Wertesystem zu integrieren, muß entschieden entgegengetreten werden. Der Islam ist nämlich nicht eine Religion wie andere auch, er ist eine eigene Kultur und vor allem ein Rechtssystem, in dem das Primat der ein für allemal geoffenbarten Religion unverrückbar feststeht. Ein jeder Moslem trägt das islamische Recht und eben nicht nur die Hinwendung zu Gott mit sich. Es bestimmt sein Verhalten in weiten, um nicht zu sagen fast allen Bereichen des praktischen Leben. Es bedeutet u. a., daß zwar nicht unbedingt die Frauen einen Schleier zu tragen hätten, hier gibt es unter den Moslems große Meinungsverschiedenheiten, es bedeutet aber im familien- und erbrechtlichen Bereich eine eingeschränkte Rechtsfähigkeit der Frau, es bedeutet im Prinzip die Mehrehe, die Einhaltung des Fastenmonats, d. h., daß einen ganzen Monat hindurch während der Tageszeit weder feste noch flüssige Nahrung, also auch kein Wasser, konsumiert werden darf, worauf in arabischen Ländern das öffentliche Leben für einen Monat praktisch zum Stillstand kommt.",0
"Das Europa von heute, unsere civic society fußt im wesentlichen auf der Aufklärung, die ihrerseits ein Produkt der Auseinandersetzung mit Religion und Kirche war. Im Islam läßt sich keine der Aufklärung vergleichbare Entwicklung identifizieren. Ansätze gibt es höchstens in der europäischen Diaspora, nicht aber dort, wo der Islam die Staatsreligion ist. Dort gibt es vielmehr die Konfrontation mit dem Fundamentalismus, und das nicht erst seitdem dieser eine politische Kraft geworden ist. Der Islam kann sich seinem Selbstverständnis nach noch viel weniger in unserem Sinne fortentwickeln als etwa das Christentum. Gilt doch schon allein jeder Buchstabe des Koran als unantastbar, so daß sogar Übersetzungen verpönt sind: Vorstellungen, die selbst bei sehr konservativen Gläubigen in Europa kaum mehr verständlich sein dürften.",0
"Frau Slavik argumentiert, dass „die so oft zitierte Gemeinschaft“ es hinnehmen muss, wenn Menschen sich mutwillig selbst schädigen und dadurch das Gesundheitssystem viel Geld kosten. Dieses Argument mag vielleicht zutreffen für eine neoliberale Gesellschaft des „jeder kümmert sich um sich selbst“, wie sie in den USA herrscht; in einer Solidargemeinschaft wie dem deutschen Gesundheitssystem ist es ein Schlag ins Gesicht eines jeden, der sich darum bemüht, dieser Gemeinschaft nicht übermäßig durch eigenes Verschulden zur Last zu fallen.",0
"Frau Slavik argumentiert, dass „die so oft zitierte Gemeinschaft“ es hinnehmen muss, wenn Menschen sich mutwillig selbst schädigen und dadurch das Gesundheitssystem viel Geld kosten. Dieses Argument mag vielleicht zutreffen für eine neoliberale Gesellschaft des „jeder kümmert sich um sich selbst“, wie sie in den USA herrscht; in einer Solidargemeinschaft wie dem deutschen Gesundheitssystem ist es ein Schlag ins Gesicht eines jeden, der sich darum bemüht, dieser Gemeinschaft nicht übermäßig durch eigenes Verschulden zur Last zu fallen.",0
"2. Aus der Tatsache, dass die gefundenen Konzentrationen der Pestizidrückstände unter den zulässigen Grenzwerten lagen, folgert der Autor „konkrete Auswirkungen auf die Gesundheit lassen sich daraus kaum ableiten“. Er übersieht dabei, dass es für das Zusammenwirken verschiedener Pestizide keine Grenzwerte gibt. Für die Unschädlichkeit von Kombinationswirkungen verschiedener Pestizide in niedrigen Dosen gibt es keinen Nachweis.",0
"Ich freue mich über unsere jüdischen Mitbürger in Deutschland. Ich will, dass sie in Frieden in unserem Land wohnen können. Schon lange hat mich keine öffentliche Diskussion mehr so entsetzt, wie das, was anlässlich der Debatte um die Tradition der Beschneidung in der Jahrtausende alten jüdischen Tradition zum Vorschein kommt. Welch primitive und teilweise hasserfüllten Unterstellungen und üblen Nachreden kommen im Blick auf unsere jüdischen Mitbürger und ihren Glauben ans Tageslicht! Offensichtlich ist die Decke der Akzeptanz gegenüber unseren jüdischen Mitbürgern doch sehr dünn. Ich frage: Werden manchem schrecklichen Gedankengut, das nun wieder an die Oberfläche kommt, nicht nur Worte und Diskriminierung, sondern wieder grauenvolle Taten folgen?",0
"Ich freue mich über unsere jüdischen Mitbürger in Deutschland. Ich will, dass sie in Frieden in unserem Land wohnen können. Schon lange hat mich keine öffentliche Diskussion mehr so entsetzt, wie das, was anlässlich der Debatte um die Tradition der Beschneidung in der Jahrtausende alten jüdischen Tradition zum Vorschein kommt. Welch primitive und teilweise hasserfüllten Unterstellungen und üblen Nachreden kommen im Blick auf unsere jüdischen Mitbürger und ihren Glauben ans Tageslicht! Offensichtlich ist die Decke der Akzeptanz gegenüber unseren jüdischen Mitbürgern doch sehr dünn. Ich frage: Werden manchem schrecklichen Gedankengut, das nun wieder an die Oberfläche kommt, nicht nur Worte und Diskriminierung, sondern wieder grauenvolle Taten folgen?",0
"Zu einem wirtschaftlichen Desaster kann auch werden, den Euro nicht um jeden Preis zu retten. Ist es möglich, dass ein einzelner Notenbankpräsident da klüger ist als sechzehn andere? Weil er ein deutscher ist? Vielleicht, aber demokratisch ist solch eine Auffassung nicht. Dabei führen die Euro- und EU-Kritiker ständig das Wort Demokratie im Munde. Demokratie, so machen sie uns glauben, kann es nur innerhalb von Nationalstaaten geben. Demokratisch sind nur die Entscheidungen direkt gewählter nationaler Abgeordneter. Abstimmungen unter Notenbankpräsidenten, die demokratisch legitimierte Regierungen vertreten, oder Äußerungen eines EZB-Präsidenten, der von eben diesen bestellt ist, sind dagegen illegitim – wenn sie den Kritikern nicht gefallen. Dazu, dass man den direkt gewählten Europaabgeordneten wesentliche Parlamentsrechte vorenthält, schweigen sie. Demokratie ist, was gefällt.",0
"Der Europarechtler Carlino Antpöhler bewertet die Entscheidung der Verfassungsrichter in seinem Blog für das European Council on Foreign Relations (ecfr.eu/blog/entry/the_german_constitutional_court_and_the_esm_what_happened) als eher unspektakulär. „Das Bundesverfassungsgericht bestätigt damit seine vorangegangene Rechtssprechung und zieht keine weiteren Roten Linien ein, die, sollten sie überschritten werden, ein Referendum erforderlich machen würden. Unter dem enormen öffentlichen Druck und dem Zeitdruck, unter dem das Gericht stand, hat es sich einer breiteren Diskussion zur europäischen Integration entzogen. Es wurde den politischen Institutionen auferlegt, Antworten auf die Euro-Krise zu finden. Und das ist gut so.“",0
"Nicht die Nutzung der digitalen Medien macht den Grad unserer Bildung aus, sondern der Grad unserer Bildung bestimmt, mit den digitalen Medien sinnvoll umzugehen und höchstmöglichen Nutzen aus ihnen zu ziehen. Medienkompetenz heißt für mich, die Fähigkeit zu haben, kritisch zu denken. Und kritisches Denken lernt man primär durch kritisches verarbeitendes Lesen, wofür allerdings hohe Sprachkompetenz Voraussetzung ist.",0
"Nicht die Nutzung der digitalen Medien macht den Grad unserer Bildung aus, sondern der Grad unserer Bildung bestimmt, mit den digitalen Medien sinnvoll umzugehen und höchstmöglichen Nutzen aus ihnen zu ziehen. Medienkompetenz heißt für mich, die Fähigkeit zu haben, kritisch zu denken. Und kritisches Denken lernt man primär durch kritisches verarbeitendes Lesen, wofür allerdings hohe Sprachkompetenz Voraussetzung ist.",0
"Es hieß einmal „Wohlstand für alle“. Spätestens seit Schröders Agenda 2010 gibt es nur noch mehr Wohlstand für ganz wenige. Ausufernde Leiharbeit und Minijobs sind politisch gewollt und können somit jederzeit wieder politisch begrenzt werden. Wer ein ordentliches Arbeitseinkommen hat, kann auch im Alter gut leben. Wer jedoch noch die Rentenbeiträge kürzen will, zerstört die Fundamente des demokratischen und sozialen Bundesstaats, wie er im Art. 20 GG vorgeschrieben ist.",0
"Die vom Westen unterstützten und befürworteten Revolutionen wie in Ägypten und Libyen, die zur Entledigung der Gewaltherrscher führten, brachten nach anfänglicher Euphorie nicht Demokratie und Recht, sondern erst einmal Chaos und Anarchie. Die gewählten Regierungen sind schwach, sie können gegen die von außen aufgewiegelten Massen nichts ausrichten. Diese sind durch einfache Parolen leicht zu beeinflussen und aufgehetzt, es kommt zu Raserei und Hysterie. Der Zorn entlädt sich, richtet sich gegen Amerika und den Westen.",0
"Sowohl die Verfasser des Videos als auch die Erstürmer von Botschaften sind dumm und primitiv. Ich habe in meinen drei beruflichen Jahren im Nahen Osten viele Muslime als Freunde kennengelernt. Sogenannte starrköpfige Christen als auch gehirngewaschene Möchtegern-Krieger Allahs sind nicht repräsentativ für Menschen, die friedlich ihren Glauben leben.",0
"Der Anteil der Studenten-Eltern in Deutschland mit hoher Bildung liegt bei 57 Prozent, interpretiert als Benachteiligung „Schwächerer“. Aber in Dänemark (67 Prozent) und Finnland (68 Prozent) ist der Anteil noch viel höher. Das wurde nicht dargestellt. Wie passt das in das Bild der Kritiker am deutschen Bildungssystem, den Apologeten der Bildungsbenachteiligung? Es wird übergangen, dass die Erwerbstätigen in Deutschland nur mehr zu zehn Prozent einen Pflichtschulabschluss vorweisen, in Frankreich zu 23 Prozent, in den Niederlanden zu 22 und im hochgelobten Finnland immer noch zu 13 Prozent.",0
"Zweifellos fehlen der Wirtschaft zurzeit Fachkräfte. Ob es allerdings unbedingt nur Akademiker sind, wage ich zu bezweifeln. Wer öfter mit dem Taxi fährt, wird merken, dass es dort mehr arbeitslose Akademiker als arbeitslose Meister gibt. Die Formel Studium = Wohlstand ist ein Märchen. Insofern hat Annette Schavan ausnahmsweise einmal recht. Rainer Killi, München",0
"Die Argumentationsmethode des Leserbriefschreibers Dr. Friedrich Mössinger und seiner Kollegen ist hinreichend bekannt. Man stellt das geringe Quartals-Honorar heraus – in diesem Fall 26 Euro für einen Rheumapatienten – und verschweigt das Gesamteinkommen. Ein sensibler Patient solidarisiert sich mit seinem Arzt, kauft ihm mitfühlend privat zu zahlende Gesundheitsleistungen (IGel) ab und akzeptiert einen Ärztestreik. Eine vom Statistischen Bundesamt erstellte Einkommenstabelle für niedergelassene Ärzte, Stand 2007, zeigt auf, dass Allgemeinmediziner gemessen an Radiologen tatsächlich „arm“ sind. Denn ihr durchschnittliches Jahreseinkommen nach Abzug aller Praxiskosten beträgt „nur“ 116 000 Euro. Der Radiologe steht mit 264 000 Euro an der Spitze. Damit übersteigt sein Einkommen um einige Zehntausend Euro das Gehalt der Bundeskanzlerin. Dass jedoch der benachteiligte Allgemeinmediziner verglichen mit einem adäquat ausgebildeten Beamten – zum Beispiel im Range eines Regierungsdirektors (68 000 Euro Jahresgehalt) – sehr gut bedient ist, wird leider nur selten in den Medien thematisiert.",0
"Die Gewaltenteilung verbietet dem Bundesverfassungsgericht, sich Befugnisse der Regierung anzumaßen, daher immer das „Ja, aber“ der Justiz. Leider haben die durch das Gericht verordnete Denkpause und der Bürgerprotest bei den Politikern zu keinem Umdenken geführt. Unbestritten ist, dass der Euro an massiven handwerklichen Fehlern leidet, die zu den heutigen katastrophalen Folgen führten. Währungs- und Haushaltspolitik sind eng miteinander verzahnt und müssen daher in allen Euro-Ländern möglichst einheitlich sein, was kaum zu schaffen ist. Nun bastelt man Rettungsschirme, verspricht Schuldenbremsen, und Troikas sollen in die Haushalts-, Wirtschafts- und Sozialpolitik der Schuldenstaaten eingreifen, was sich betroffene Regierungschefs zu Recht verbitten. Diese teuren Schönheitsoperationen dienen nur dazu, Zeit für die Konsolidierung der verschuldeten Länder zu gewinnen.",0
